action_id,session_id,action_type,action_ts
781,597,purchase,21/07/2025 00:00
782,598,view,29/08/2025 16:00
783,598,add_to_cart,29/08/2025 16:00
784,599,view,29/08/2025 17:00
785,600,view,29/08/2025 18:00
786,600,add_to_cart,29/08/2025 18:00
787,600,purchase,29/08/2025 18:00
788,601,view,09/08/2025 02:00
789,602,view,25/07/2025 04:00
790,603,view,25/07/2025 05:00
791,604,view,25/07/2025 06:00
792,605,view,01/08/2025 19:00
793,606,view,14/07/2025 23:00
794,607,view,15/07/2025 00:00
795,608,view,09/07/2025 02:00
796,608,add_to_cart,09/07/2025 02:00
797,609,view,09/07/2025 03:00
798,609,click_banner,09/07/2025 03:00
799,609,add_to_cart,09/07/2025 03:00
800,610,view,09/07/2025 04:00
801,610,click_banner,09/07/2025 04:00
802,611,view,30/08/2025 02:00
803,612,view,15/08/2025 18:00
804,613,view,15/08/2025 19:00
805,614,view,15/08/2025 20:00
806,615,view,21/07/2025 01:00
807,616,view,20/07/2025 01:00
808,616,add_to_cart,20/07/2025 01:00
809,616,purchase,20/07/2025 01:00
810,617,view,11/08/2025 21:00
811,618,view,11/08/2025 22:00
812,618,add_to_cart,11/08/2025 22:00
813,619,view,31/08/2025 19:00
814,619,add_to_cart,31/08/2025 19:00
815,619,purchase,31/08/2025 19:00
816,620,view,31/08/2025 20:00
817,620,add_to_cart,31/08/2025 20:00
818,621,view,18/08/2025 21:00
819,621,add_to_cart,18/08/2025 21:00
820,622,view,18/08/2025 22:00
821,623,view,18/08/2025 23:00
822,624,view,17/08/2025 15:00
823,624,add_to_cart,17/08/2025 15:00
824,624,purchase,17/08/2025 15:00
825,625,view,17/08/2025 16:00
826,626,view,17/08/2025 17:00
827,627,view,31/08/2025 07:00
828,627,click_banner,31/08/2025 07:00
829,627,add_to_cart,31/08/2025 07:00
830,628,view,31/08/2025 08:00
831,628,add_to_cart,31/08/2025 08:00
832,628,purchase,31/08/2025 08:00
833,629,view,31/08/2025 09:00
834,629,add_to_cart,31/08/2025 09:00
835,630,view,26/07/2025 21:00
836,631,view,26/07/2025 22:00
837,632,view,20/07/2025 07:00
838,632,add_to_cart,20/07/2025 07:00
839,633,view,10/07/2025 06:00
840,634,view,10/07/2025 07:00
841,635,view,10/07/2025 08:00
842,635,add_to_cart,10/07/2025 08:00
843,636,view,06/08/2025 21:00
844,637,view,06/08/2025 22:00
845,638,view,09/07/2025 16:00
846,638,add_to_cart,09/07/2025 16:00
847,638,purchase,09/07/2025 16:00
848,639,view,17/08/2025 21:00
849,640,view,17/08/2025 22:00
850,641,view,17/08/2025 23:00
851,642,view,16/08/2025 03:00
852,643,view,16/08/2025 04:00
853,643,click_banner,16/08/2025 04:00
854,644,view,31/07/2025 22:00
855,644,add_to_cart,31/07/2025 22:00
856,645,view,31/07/2025 23:00
857,646,view,26/08/2025 14:00
858,647,view,26/08/2025 15:00
859,648,view,29/08/2025 16:00
860,649,view,29/08/2025 17:00
861,649,add_to_cart,29/08/2025 17:00
862,650,view,29/08/2025 18:00
863,651,view,05/07/2025 21:00
864,652,view,11/07/2025 09:00
865,653,view,11/07/2025 10:00
866,654,view,15/07/2025 17:00
867,655,view,02/07/2025 15:00
868,656,view,02/07/2025 16:00
869,657,view,23/08/2025 18:00
870,657,click_banner,23/08/2025 18:00
871,658,view,20/07/2025 21:00
872,659,view,20/07/2025 22:00
873,659,add_to_cart,20/07/2025 22:00
874,660,view,23/07/2025 16:00
875,660,add_to_cart,23/07/2025 16:00
876,661,view,23/07/2025 17:00
877,662,view,23/07/2025 18:00
878,662,add_to_cart,23/07/2025 18:00
879,663,view,01/08/2025 01:00
880,663,add_to_cart,01/08/2025 01:00
881,664,view,01/08/2025 02:00
882,664,add_to_cart,01/08/2025 02:00
883,664,purchase,01/08/2025 02:00
884,665,view,01/07/2025 04:00
885,665,click_banner,01/07/2025 04:00
886,666,view,01/07/2025 05:00
887,667,view,01/07/2025 06:00
888,667,click_banner,01/07/2025 06:00
889,667,add_to_cart,01/07/2025 06:00
890,667,purchase,01/07/2025 06:00
891,668,view,27/08/2025 22:00
892,669,view,27/08/2025 23:00
893,669,add_to_cart,27/08/2025 23:00
894,669,purchase,27/08/2025 23:00
895,670,view,28/08/2025 00:00
896,670,add_to_cart,28/08/2025 00:00
897,671,view,26/07/2025 23:00
898,671,click_banner,26/07/2025 23:00
899,672,view,04/07/2025 23:00
900,673,view,05/07/2025 00:00
901,674,view,15/07/2025 00:00
902,675,view,15/07/2025 01:00
903,675,add_to_cart,15/07/2025 01:00
904,675,purchase,15/07/2025 01:00
905,676,view,16/08/2025 09:00
906,677,view,16/08/2025 10:00
907,678,view,19/07/2025 18:00
908,679,view,19/07/2025 19:00
909,680,view,19/07/2025 20:00
910,680,add_to_cart,19/07/2025 20:00
911,681,view,21/07/2025 18:00
912,681,click_banner,21/07/2025 18:00
913,682,view,21/07/2025 19:00
914,683,view,13/07/2025 02:00
915,684,view,21/07/2025 14:00
916,685,view,21/07/2025 15:00
917,686,view,14/07/2025 03:00
918,687,view,16/08/2025 11:00
919,688,view,16/08/2025 12:00
920,689,view,27/07/2025 05:00
921,690,view,27/07/2025 06:00
922,690,add_to_cart,27/07/2025 06:00
923,690,purchase,27/07/2025 06:00
924,691,view,02/07/2025 01:00
925,692,view,02/07/2025 02:00
926,693,view,02/07/2025 03:00
927,694,view,12/08/2025 01:00
928,695,view,16/07/2025 21:00
929,696,view,16/07/2025 22:00
930,697,view,22/07/2025 17:00
931,698,view,22/07/2025 22:00
932,699,view,22/07/2025 23:00
933,700,view,20/08/2025 11:00
934,701,view,20/08/2025 12:00
935,702,view,12/08/2025 09:00
936,703,view,12/08/2025 10:00
937,704,view,28/08/2025 08:00
938,705,view,21/08/2025 14:00
939,706,view,09/08/2025 08:00
940,707,view,09/08/2025 09:00
941,708,view,21/08/2025 17:00
942,708,add_to_cart,21/08/2025 17:00
943,709,view,21/08/2025 18:00
944,710,view,20/08/2025 19:00
945,710,add_to_cart,20/08/2025 19:00
946,711,view,10/07/2025 21:00
947,711,add_to_cart,10/07/2025 21:00
948,712,view,10/07/2025 22:00
949,713,view,22/08/2025 05:00
950,714,view,30/08/2025 12:00
951,715,view,30/08/2025 13:00
952,716,view,20/07/2025 05:00
953,717,view,20/07/2025 06:00
954,718,view,23/07/2025 00:00
955,719,view,23/07/2025 01:00
956,720,view,23/07/2025 02:00
957,721,view,12/08/2025 16:00
958,722,view,12/08/2025 17:00
959,723,view,12/08/2025 18:00
960,723,click_banner,12/08/2025 18:00
961,724,view,11/08/2025 13:00
962,725,view,11/08/2025 14:00
963,725,add_to_cart,11/08/2025 14:00
964,726,view,11/08/2025 15:00
965,727,view,23/07/2025 17:00
966,728,view,24/08/2025 02:00
967,728,add_to_cart,24/08/2025 02:00
968,729,view,24/08/2025 03:00
969,730,view,24/08/2025 04:00
970,731,view,24/07/2025 23:00
971,732,view,25/07/2025 00:00
972,733,view,23/08/2025 23:00
973,733,click_banner,23/08/2025 23:00
974,734,view,24/08/2025 00:00
975,734,add_to_cart,24/08/2025 00:00
976,735,view,12/07/2025 11:00
977,736,view,12/07/2025 12:00
978,737,view,12/07/2025 13:00
979,738,view,09/07/2025 20:00
980,738,add_to_cart,09/07/2025 20:00
981,738,purchase,09/07/2025 20:00
982,739,view,02/08/2025 05:00
983,740,view,06/07/2025 17:00
984,741,view,06/07/2025 18:00
985,741,click_banner,06/07/2025 18:00
986,742,view,06/07/2025 19:00
987,742,click_banner,06/07/2025 19:00
988,743,view,20/08/2025 21:00
989,744,view,20/08/2025 22:00
990,745,view,30/08/2025 19:00
991,746,view,30/08/2025 20:00
992,746,add_to_cart,30/08/2025 20:00
993,747,view,18/08/2025 19:00
994,747,add_to_cart,18/08/2025 19:00
995,748,view,31/08/2025 11:00
996,748,add_to_cart,31/08/2025 11:00
997,749,view,31/08/2025 12:00
998,750,view,17/08/2025 19:00
999,751,view,08/07/2025 16:00
1000,751,add_to_cart,08/07/2025 16:00
1001,751,purchase,08/07/2025 16:00
1002,752,view,08/07/2025 17:00
1003,752,add_to_cart,08/07/2025 17:00
1004,753,view,22/07/2025 03:00
1005,754,view,22/07/2025 04:00
1006,755,view,11/07/2025 02:00
1007,756,view,11/07/2025 03:00
1008,757,view,11/07/2025 04:00
1009,758,view,25/08/2025 18:00
1010,759,view,25/08/2025 19:00
1011,760,view,25/08/2025 20:00
1012,761,view,07/07/2025 15:00
1013,762,view,10/08/2025 12:00
1014,763,view,07/08/2025 21:00
1015,764,view,07/08/2025 22:00
1016,765,view,02/08/2025 15:00
1017,766,view,02/08/2025 16:00
1018,767,view,02/08/2025 17:00
1019,768,view,05/08/2025 09:00
1020,769,view,25/08/2025 09:00
1021,770,view,25/08/2025 10:00
1022,770,add_to_cart,25/08/2025 10:00
1023,771,view,19/08/2025 14:00
1024,771,add_to_cart,19/08/2025 14:00
1025,771,purchase,19/08/2025 14:00
1026,772,view,19/08/2025 15:00
1027,773,view,12/08/2025 18:00
1028,773,click_banner,12/08/2025 18:00
1029,774,view,15/08/2025 13:00
1030,775,view,15/08/2025 14:00
1031,776,view,08/08/2025 12:00
1032,776,click_banner,08/08/2025 12:00
1033,777,view,22/07/2025 17:00
1034,778,view,22/07/2025 18:00
1035,779,view,24/08/2025 16:00
1036,779,click_banner,24/08/2025 16:00
1037,780,view,24/08/2025 17:00
1038,781,view,24/08/2025 18:00
1039,782,view,17/08/2025 19:00
1040,783,view,17/08/2025 20:00
1041,784,view,23/07/2025 01:00
1042,785,view,21/07/2025 18:00
1043,786,view,21/07/2025 19:00
1044,786,add_to_cart,21/07/2025 19:00
1045,786,purchase,21/07/2025 19:00
1046,787,view,21/07/2025 20:00
1047,788,view,20/08/2025 12:00
1048,789,view,18/08/2025 01:00
1049,790,view,18/08/2025 02:00
1050,791,view,18/08/2025 03:00
1051,792,view,09/08/2025 16:00
1052,792,add_to_cart,09/08/2025 16:00
1053,793,view,09/08/2025 17:00
1054,794,view,09/08/2025 18:00
1055,795,view,01/08/2025 17:00
1056,796,view,01/08/2025 18:00
1057,797,view,31/07/2025 12:00
1058,798,view,07/08/2025 19:00
1059,799,view,07/08/2025 20:00
1060,799,add_to_cart,07/08/2025 20:00
1061,799,purchase,07/08/2025 20:00
1062,800,view,07/08/2025 21:00
1063,800,add_to_cart,07/08/2025 21:00
1064,801,view,16/07/2025 07:00
1065,801,add_to_cart,16/07/2025 07:00
1066,802,view,16/07/2025 08:00
1067,803,view,16/07/2025 09:00
1068,804,view,26/07/2025 04:00
1069,805,view,26/07/2025 05:00
1070,806,view,21/07/2025 08:00
1071,807,view,21/07/2025 09:00
1072,808,view,21/07/2025 10:00
1073,809,view,20/07/2025 09:00
1074,810,view,20/07/2025 10:00
1075,810,add_to_cart,20/07/2025 10:00
1076,810,purchase,20/07/2025 10:00
1077,811,view,20/07/2025 11:00
1078,812,view,01/08/2025 16:00
1079,813,view,01/08/2025 17:00
1080,814,view,01/08/2025 18:00
1081,814,add_to_cart,01/08/2025 18:00
1082,814,purchase,01/08/2025 18:00
1083,815,view,19/07/2025 20:00
1084,816,view,30/07/2025 17:00
1085,817,view,30/07/2025 18:00
1086,817,click_banner,30/07/2025 18:00
1087,818,view,08/07/2025 04:00
1088,819,view,29/07/2025 08:00
1089,819,add_to_cart,29/07/2025 08:00
1090,820,view,31/07/2025 03:00
1091,821,view,31/07/2025 04:00
1092,822,view,30/07/2025 16:00
1093,823,view,15/08/2025 05:00
1094,824,view,22/07/2025 12:00
1095,825,view,22/07/2025 13:00
1096,826,view,22/07/2025 14:00
1097,827,view,02/08/2025 19:00
1098,828,view,02/08/2025 20:00
1099,829,view,25/07/2025 16:00
1100,830,view,25/07/2025 17:00
1101,831,view,24/08/2025 07:00
1102,832,view,21/08/2025 07:00
1103,833,view,21/08/2025 08:00
1104,834,view,21/08/2025 09:00
1105,835,view,21/07/2025 15:00
1106,836,view,21/07/2025 16:00
1107,836,add_to_cart,21/07/2025 16:00
1108,836,purchase,21/07/2025 16:00
1109,837,view,08/08/2025 13:00
1110,838,view,08/08/2025 14:00
1111,839,view,15/07/2025 02:00
1112,840,view,26/08/2025 20:00
1113,841,view,24/08/2025 12:00
1114,842,view,24/08/2025 11:00
1115,843,view,05/07/2025 04:00
1116,844,view,05/07/2025 05:00
1117,845,view,05/07/2025 06:00
1118,846,view,17/07/2025 09:00
1119,847,view,17/07/2025 10:00
1120,848,view,28/08/2025 07:00
1121,849,view,28/08/2025 08:00
1122,850,view,07/08/2025 06:00
1123,851,view,07/08/2025 07:00
1124,852,view,07/08/2025 08:00
1125,853,view,09/08/2025 13:00
1126,854,view,09/08/2025 14:00
1127,855,view,09/08/2025 15:00
1128,856,view,10/07/2025 11:00
1129,857,view,07/07/2025 21:00
1130,858,view,07/07/2025 22:00
1131,858,click_banner,07/07/2025 22:00
1132,859,view,13/08/2025 22:00
1133,860,view,13/08/2025 23:00
1134,860,click_banner,13/08/2025 23:00
1135,861,view,24/08/2025 05:00
1136,862,view,13/08/2025 02:00
1137,863,view,13/08/2025 03:00
1138,864,view,13/08/2025 04:00
1139,865,view,29/08/2025 18:00
1140,866,view,29/08/2025 19:00
1141,867,view,12/08/2025 23:00
1142,867,add_to_cart,12/08/2025 23:00
1143,867,purchase,12/08/2025 23:00
1144,868,view,13/08/2025 00:00
1145,869,view,22/08/2025 20:00
1146,870,view,22/08/2025 21:00
1147,870,click_banner,22/08/2025 21:00
1148,870,add_to_cart,22/08/2025 21:00
1149,870,purchase,22/08/2025 21:00
1150,871,view,07/07/2025 00:00
1151,872,view,07/07/2025 01:00
1152,873,view,07/07/2025 02:00
1153,873,add_to_cart,07/07/2025 02:00
1154,873,purchase,07/07/2025 02:00
1155,874,view,29/08/2025 06:00
1156,874,add_to_cart,29/08/2025 06:00
1157,875,view,27/07/2025 01:00
1158,876,view,27/07/2025 02:00
1159,877,view,08/08/2025 19:00
1160,878,view,08/08/2025 20:00
1161,878,add_to_cart,08/08/2025 20:00
1162,879,view,08/08/2025 21:00
1163,879,click_banner,08/08/2025 21:00
1164,880,view,22/08/2025 13:00
1165,881,view,22/08/2025 14:00
1166,882,view,22/08/2025 15:00
1167,883,view,11/08/2025 12:00
1168,884,view,11/08/2025 13:00
1169,885,view,28/07/2025 13:00
1170,886,view,28/08/2025 06:00
1171,887,view,28/08/2025 07:00
1172,888,view,28/08/2025 08:00
1173,889,view,30/07/2025 14:00
1174,890,view,30/07/2025 15:00
1175,890,add_to_cart,30/07/2025 15:00
1176,891,view,30/07/2025 16:00
1177,892,view,05/08/2025 00:00
1178,893,view,05/08/2025 01:00
1179,894,view,18/07/2025 15:00
1180,894,add_to_cart,18/07/2025 15:00
1181,894,purchase,18/07/2025 15:00
1182,895,view,18/07/2025 16:00
1183,896,view,13/08/2025 17:00
1184,896,add_to_cart,13/08/2025 17:00
1185,897,view,13/08/2025 18:00
1186,898,view,31/08/2025 16:00
1187,898,add_to_cart,31/08/2025 16:00
1188,899,view,05/08/2025 07:00
1189,900,view,23/07/2025 19:00
1190,901,view,23/07/2025 20:00
1191,901,click_banner,23/07/2025 20:00
1192,902,view,23/07/2025 21:00
1193,903,view,30/07/2025 17:00
1194,904,view,30/07/2025 18:00
1195,905,view,30/07/2025 19:00
1196,906,view,08/07/2025 03:00
1197,907,view,14/07/2025 04:00
1198,908,view,14/07/2025 05:00
1199,909,view,07/08/2025 15:00
1200,910,view,07/08/2025 16:00
1201,911,view,07/08/2025 17:00
1202,912,view,04/08/2025 06:00
1203,913,view,05/08/2025 02:00
1204,914,view,30/07/2025 03:00
1205,915,view,05/07/2025 03:00
1206,916,view,07/07/2025 11:00
1207,916,add_to_cart,07/07/2025 11:00
1208,917,view,07/07/2025 12:00
1209,918,view,03/08/2025 14:00
1210,919,view,03/08/2025 15:00
1211,920,view,28/07/2025 04:00
1212,920,add_to_cart,28/07/2025 04:00
1213,921,view,28/07/2025 05:00
1214,922,view,28/07/2025 06:00
1215,922,add_to_cart,28/07/2025 06:00
1216,923,view,02/07/2025 17:00
1217,924,view,02/07/2025 18:00
1218,925,view,02/07/2025 19:00
1219,926,view,30/08/2025 06:00
1220,926,click_banner,30/08/2025 06:00
1221,927,view,30/08/2025 07:00
1222,927,click_banner,30/08/2025 07:00
1223,928,view,30/08/2025 08:00
1224,929,view,13/07/2025 07:00
1225,929,click_banner,13/07/2025 07:00
1226,930,view,13/07/2025 08:00
1227,931,view,13/07/2025 09:00
1228,931,click_banner,13/07/2025 09:00
1229,931,add_to_cart,13/07/2025 09:00
1230,931,purchase,13/07/2025 09:00
1231,932,view,14/07/2025 05:00
1232,932,add_to_cart,14/07/2025 05:00
1233,933,view,14/07/2025 06:00
1234,934,view,14/07/2025 07:00
1235,934,add_to_cart,14/07/2025 07:00
1236,935,view,31/07/2025 18:00
1237,936,view,31/07/2025 19:00
1238,937,view,14/08/2025 23:00
1239,937,click_banner,14/08/2025 23:00
1240,938,view,15/08/2025 00:00
1241,938,click_banner,15/08/2025 00:00
1242,939,view,15/08/2025 01:00
1243,939,click_banner,15/08/2025 01:00
1244,940,view,23/07/2025 11:00
1245,941,view,24/07/2025 01:00
1246,941,add_to_cart,24/07/2025 01:00
1247,942,view,24/07/2025 02:00
1248,942,add_to_cart,24/07/2025 02:00
1249,943,view,24/07/2025 03:00
1250,944,view,25/07/2025 06:00
1251,944,add_to_cart,25/07/2025 06:00
1252,944,purchase,25/07/2025 06:00
1253,945,view,30/07/2025 03:00
1254,946,view,30/07/2025 04:00
1255,947,view,15/08/2025 20:00
1256,948,view,29/08/2025 02:00
1257,949,view,29/08/2025 03:00
1258,950,view,08/07/2025 23:00
1259,950,add_to_cart,08/07/2025 23:00
1260,950,purchase,08/07/2025 23:00
1261,951,view,09/07/2025 00:00
1262,952,view,09/07/2025 01:00
1263,953,view,22/08/2025 14:00
1264,954,view,20/07/2025 12:00
1265,954,click_banner,20/07/2025 12:00
1266,955,view,20/07/2025 13:00
1267,956,view,03/08/2025 20:00
1268,957,view,02/08/2025 00:00
1269,958,view,13/08/2025 18:00
1270,959,view,13/08/2025 19:00
1271,959,click_banner,13/08/2025 19:00
1272,959,add_to_cart,13/08/2025 19:00
1273,959,purchase,13/08/2025 19:00
1274,960,view,19/07/2025 02:00
1275,961,view,19/07/2025 03:00
1276,962,view,09/07/2025 20:00
1277,963,view,28/07/2025 12:00
1278,963,add_to_cart,28/07/2025 12:00
1279,964,view,28/07/2025 13:00
1280,965,view,29/08/2025 01:00
1281,965,click_banner,29/08/2025 01:00
1282,966,view,29/08/2025 02:00
1283,966,click_banner,29/08/2025 02:00
1284,967,view,29/08/2025 03:00
1285,967,click_banner,29/08/2025 03:00
1286,968,view,13/07/2025 19:00
1287,969,view,13/07/2025 20:00
1288,970,view,03/08/2025 00:00
1289,971,view,03/08/2025 01:00
1290,972,view,03/08/2025 02:00
1291,973,view,13/08/2025 03:00
1292,974,view,13/08/2025 04:00
1293,975,view,13/08/2025 05:00
1294,976,view,18/08/2025 19:00
1295,977,view,18/08/2025 20:00
1296,978,view,21/08/2025 11:00
1297,979,view,21/08/2025 12:00
1298,980,view,17/07/2025 21:00
1299,981,view,17/07/2025 22:00
1300,982,view,17/07/2025 23:00
1301,983,view,04/08/2025 15:00
1302,984,view,04/08/2025 16:00
1303,985,view,09/07/2025 14:00
1304,986,view,09/07/2025 15:00
1305,987,view,05/08/2025 07:00
1306,987,add_to_cart,05/08/2025 07:00
1307,987,purchase,05/08/2025 07:00
1308,988,view,17/08/2025 03:00
1309,989,view,14/08/2025 23:00
1310,990,view,05/08/2025 02:00
1311,991,view,05/08/2025 03:00
1312,992,view,04/08/2025 12:00
1313,993,view,04/08/2025 13:00
1314,994,view,04/08/2025 14:00
1315,995,view,04/08/2025 06:00
1316,996,view,08/08/2025 06:00
1317,997,view,04/08/2025 14:00
1318,998,view,10/08/2025 19:00
1319,999,view,10/08/2025 20:00
1320,1000,view,24/08/2025 18:00
1321,1001,view,19/08/2025 20:00
1322,1001,click_banner,19/08/2025 20:00
1323,1002,view,16/07/2025 07:00
1324,1003,view,03/08/2025 11:00
1325,1004,view,13/08/2025 00:00
1326,1004,add_to_cart,13/08/2025 00:00
1327,1004,purchase,13/08/2025 00:00
1328,1005,view,09/07/2025 17:00
1329,1006,view,09/07/2025 18:00
1330,1007,view,09/07/2025 19:00
1331,1008,view,20/08/2025 07:00
1332,1009,view,20/08/2025 08:00
1333,1010,view,20/08/2025 09:00
1334,1011,view,20/07/2025 13:00
1335,1011,add_to_cart,20/07/2025 13:00
1336,1011,purchase,20/07/2025 13:00
1337,1012,view,20/07/2025 14:00
1338,1013,view,30/07/2025 04:00
1339,1014,view,01/08/2025 19:00
1340,1015,view,15/08/2025 19:00
1341,1016,view,09/08/2025 21:00
1342,1017,view,09/08/2025 22:00
1343,1017,click_banner,09/08/2025 22:00
1344,1018,view,16/07/2025 01:00
1345,1019,view,16/07/2025 02:00
1346,1020,view,08/07/2025 23:00
1347,1021,view,09/08/2025 05:00
1348,1021,add_to_cart,09/08/2025 05:00
1349,1021,purchase,09/08/2025 05:00
1350,1022,view,09/08/2025 06:00
1351,1022,add_to_cart,09/08/2025 06:00
1352,1023,view,22/08/2025 07:00
1353,1024,view,07/08/2025 05:00
1354,1025,view,07/08/2025 06:00
1355,1026,view,06/07/2025 06:00
1356,1027,view,06/07/2025 07:00
1357,1028,view,06/07/2025 08:00
1358,1029,view,15/07/2025 13:00
1359,1030,view,02/07/2025 05:00
1360,1031,view,02/07/2025 06:00
1361,1032,view,05/08/2025 09:00
1362,1033,view,05/08/2025 10:00
1363,1033,add_to_cart,05/08/2025 10:00
1364,1034,view,09/08/2025 15:00
1365,1035,view,09/08/2025 16:00
1366,1035,add_to_cart,09/08/2025 16:00
1367,1036,view,09/08/2025 17:00
1368,1037,view,29/08/2025 20:00
1369,1038,view,29/08/2025 21:00
1370,1039,view,15/07/2025 16:00
1371,1040,view,15/07/2025 17:00
1372,1041,view,08/08/2025 14:00
1373,1042,view,08/08/2025 15:00
1374,1043,view,08/08/2025 16:00
1375,1044,view,19/08/2025 03:00
1376,1045,view,19/08/2025 04:00
1377,1046,view,24/07/2025 19:00
1378,1047,view,24/07/2025 20:00
1379,1048,view,25/08/2025 00:00
1380,1048,add_to_cart,25/08/2025 00:00
1381,1048,purchase,25/08/2025 00:00
1382,1049,view,30/07/2025 06:00
1383,1050,view,30/07/2025 07:00
1384,1051,view,11/07/2025 01:00
1385,1051,add_to_cart,11/07/2025 01:00
1386,1051,purchase,11/07/2025 01:00
1387,1052,view,03/08/2025 16:00
1388,1053,view,03/08/2025 17:00
1389,1054,view,02/08/2025 08:00
1390,1054,click_banner,02/08/2025 08:00
1391,1055,view,17/08/2025 15:00
1392,1056,view,26/08/2025 08:00
1393,1057,view,26/08/2025 09:00
1394,1058,view,15/07/2025 10:00
1395,1059,view,15/07/2025 11:00
1396,1059,add_to_cart,15/07/2025 11:00
1397,1060,view,01/08/2025 10:00
1398,1061,view,01/08/2025 11:00
1399,1062,view,01/08/2025 12:00
1400,1063,view,21/08/2025 01:00
1401,1064,view,02/08/2025 10:00
1402,1065,view,02/08/2025 11:00
1403,1065,click_banner,02/08/2025 11:00
1404,1066,view,02/08/2025 12:00
1405,1067,view,14/07/2025 15:00
1406,1067,add_to_cart,14/07/2025 15:00
1407,1067,purchase,14/07/2025 15:00
1408,1068,view,19/08/2025 13:00
1409,1069,view,19/08/2025 14:00
1410,1070,view,19/08/2025 15:00
1411,1070,add_to_cart,19/08/2025 15:00
1412,1071,view,06/07/2025 01:00
1413,1072,view,06/07/2025 02:00
1414,1073,view,06/07/2025 03:00
1415,1074,view,27/07/2025 16:00
1416,1075,view,27/07/2025 17:00
1417,1076,view,27/07/2025 18:00
1418,1076,add_to_cart,27/07/2025 18:00
1419,1077,view,20/07/2025 07:00
1420,1078,view,23/08/2025 00:00
1421,1079,view,23/08/2025 01:00
1422,1080,view,23/08/2025 02:00
1423,1081,view,05/07/2025 03:00
1424,1082,view,30/08/2025 11:00
1425,1083,view,30/08/2025 12:00
1426,1083,add_to_cart,30/08/2025 12:00
1427,1083,purchase,30/08/2025 12:00
1428,1084,view,30/08/2025 13:00
1429,1085,view,10/07/2025 07:00
1430,1086,view,10/07/2025 08:00
1431,1087,view,30/08/2025 16:00
1432,1087,add_to_cart,30/08/2025 16:00
1433,1088,view,30/08/2025 17:00
1434,1089,view,14/07/2025 05:00
1435,1090,view,14/07/2025 06:00
1436,1091,view,05/07/2025 18:00
1437,1092,view,09/07/2025 06:00
1438,1093,view,09/07/2025 07:00
1439,1094,view,09/07/2025 08:00
1440,1094,click_banner,09/07/2025 08:00
1441,1095,view,22/07/2025 14:00
1442,1096,view,22/07/2025 15:00
1443,1097,view,22/07/2025 16:00
1444,1097,add_to_cart,22/07/2025 16:00
1445,1098,view,07/08/2025 19:00
1446,1099,view,07/08/2025 20:00
1447,1100,view,07/08/2025 21:00
1448,1101,view,19/07/2025 09:00
1449,1102,view,19/07/2025 10:00
1450,1102,add_to_cart,19/07/2025 10:00
1451,1103,view,19/07/2025 11:00
1452,1104,view,25/07/2025 01:00
1453,1105,view,25/07/2025 02:00
1454,1106,view,25/07/2025 03:00
1455,1106,add_to_cart,25/07/2025 03:00
1456,1106,purchase,25/07/2025 03:00
1457,1107,view,15/08/2025 12:00
1458,1107,add_to_cart,15/08/2025 12:00
1459,1107,purchase,15/08/2025 12:00
1460,1108,view,15/08/2025 13:00
1461,1108,add_to_cart,15/08/2025 13:00
1462,1109,view,15/08/2025 14:00
1463,1110,view,30/07/2025 23:00
1464,1111,view,31/07/2025 00:00
1465,1112,view,12/07/2025 23:00
1466,1112,add_to_cart,12/07/2025 23:00
1467,1112,purchase,12/07/2025 23:00
1468,1113,view,13/07/2025 00:00
1469,1114,view,13/07/2025 01:00
1470,1115,view,12/08/2025 05:00
1471,1116,view,12/08/2025 18:00
1472,1117,view,12/08/2025 19:00
1473,1118,view,12/08/2025 20:00
1474,1118,add_to_cart,12/08/2025 20:00
1475,1119,view,23/07/2025 08:00
1476,1119,add_to_cart,23/07/2025 08:00
1477,1120,view,23/07/2025 09:00
1478,1121,view,21/08/2025 03:00
1479,1122,view,21/08/2025 04:00
1480,1123,view,01/07/2025 15:00
1481,1124,view,01/07/2025 16:00
1482,1125,view,26/08/2025 12:00
1483,1126,view,09/07/2025 12:00
1484,1127,view,09/07/2025 13:00
1485,1127,click_banner,09/07/2025 13:00
1486,1127,add_to_cart,09/07/2025 13:00
1487,1128,view,16/07/2025 19:00
1488,1128,click_banner,16/07/2025 19:00
1489,1128,add_to_cart,16/07/2025 19:00
1490,1129,view,16/07/2025 20:00
1491,1130,view,07/08/2025 08:00
1492,1131,view,08/08/2025 16:00
1493,1132,view,08/08/2025 17:00
1494,1133,view,08/08/2025 18:00
1495,1134,view,12/08/2025 08:00
1496,1134,click_banner,12/08/2025 08:00
1497,1135,view,05/08/2025 01:00
1498,1136,view,05/08/2025 02:00
1499,1137,view,05/08/2025 03:00
1500,1138,view,26/07/2025 09:00
1501,1138,add_to_cart,26/07/2025 09:00
1502,1138,purchase,26/07/2025 09:00
1503,1139,view,03/08/2025 22:00
1504,1140,view,29/08/2025 11:00
1505,1141,view,10/08/2025 02:00
1506,1142,view,30/07/2025 16:00
1507,1143,view,12/08/2025 23:00
1508,1144,view,13/08/2025 00:00
1509,1145,view,13/08/2025 01:00
1510,1146,view,29/07/2025 21:00
1511,1146,add_to_cart,29/07/2025 21:00
1512,1147,view,29/07/2025 22:00
1513,1148,view,29/07/2025 23:00
1514,1149,view,30/08/2025 13:00
1515,1150,view,30/08/2025 14:00
1516,1151,view,06/07/2025 09:00
1517,1152,view,17/08/2025 13:00
1518,1153,view,17/08/2025 14:00
